Tweets,Sentiment,Sentiment Score
b'Another trump promise kept. He successfully seated another scotus justice from a long ago published list of poten\xe2\x80\xa6 https://t.co/QMhmjm77UZ',Positive,3
b'trump roasted Diane Feinstein in Kansas. Why not? The Dems and their media cohorts roast him all day Every day.\xe2\x80\xa6 https://t.co/i2pE20mGZU',Neutral,0
b'ColumbusDay not being celebrated in Ohio. Pocahontas Warren wants to change the name to \xe2\x80\x9cIndigenous People\xe2\x80\x99s Day.\xe2\x80\x9d\xe2\x80\xa6 https://t.co/1woiEauxur',Positive,1
b'@CNN It is the new American Sexocracy  established by realDonaldTrump who wins against the old American\xe2\x80\xa6 https://t.co/WeaCH9V22O',Positive,1
b'RT @PalokaSam: @RealCandaceO realDonaldTrump is doing more for the black Americans than Obama did! He\xe2\x80\x99s bringing back jobs and therefore d\xe2\x80\xa6',Neutral,0
b'RT @PalokaSam: @RealCandaceO realDonaldTrump is doing more for the black Americans than Obama did! He\xe2\x80\x99s bringing back jobs and therefore d\xe2\x80\xa6',Neutral,0
b'@realDonaldTrump It would be more appropriate for realDonaldTrump \xf0\x9f\xa4\xa1to apologize to the nation than to BartKavanaugh.',Positive,1
"b""@CNNPolitics He's waaaaayyyyy too old for her music. He's more like an Al Jolson, super old fart, music lover. realDonaldTrump""",Positive,2
b'By loading the Supreme Court with self declared enemies of the Democratic Party McConnel and Donald have establishe\xe2\x80\xa6 https://t.co/kKqxRrUJIG',Negative,-1
"b'RT @michaelreidak: realDonaldTrump You are in WAAAAAY over your head; you are despised by MOST of the global countries, and you are destro\xe2\x80\xa6'",Negative,-1
"b'RT @michaelreidak: realDonaldTrump Your mother ignored you, your father paid you as his best hope , yet spurned you; you became a bully an\xe2\x80\xa6'",Neutral,0
"b""Don't ever speak for me, ever.  realDonaldTrump TheResistance trumpmatized. Apologize to a sex offender, what's next Nazis.""",Neutral,0
b'RT @DerKoelner: Welcome aboard Mr. Kavanaugh realDonaldTrump KavanaughConfirmation WWG1WWGA Qanon https://t.co/VH9KoCjmcT',Neutral,0
"b'@Pat_Francis @realDonaldTrump The Funny part, real gutbuster is that the realdonaldtrump never responded, it was a\xe2\x80\xa6 https://t.co/Din1LMgPye'",Neutral,0
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'@RealCandaceO realDonaldTrump is doing more for the black Americans than Obama did! He\xe2\x80\x99s bringing back jobs and th\xe2\x80\xa6 https://t.co/639veUoams',Neutral,0
b'RT @Severene42: @TomFitton @JudicialWatch QSentUs ThankYou for your HardWork. WeThePeople  Appreciate AllYouDo CarryOn POTUS realD\xe2\x80\xa6',Neutral,0
"b'Lisa page, and other top officials now dismissed or fired? So many of the great men &amp; women who have been working s\xe2\x80\xa6 https://t.co/i8d3zpgot8'",Positive,2
b'Boycott Israel. https://t.co/fUrLUEKxI0\xc2\xa0https://t.co/H36N2TEJCr realdonaldtrump veterans Army https://t.co/CjAtcljZec',Neutral,0
"b'@ShannonBream I thought RBG had died... \xf0\x9f\xa4\x94 she didn\xe2\x80\x99t move, clap or anything? In the next 6 years, Trump May be able\xe2\x80\xa6 https://t.co/9M55o2xn8d'",Neutral,0
"b'fucktrump realdonaldtrump\n\nUN scientists warn accelerating climate change leading to flooding, fires &amp; starvation.  Trumbo and GOP ignore'",Positive,1
"b'Hollywood elite often come from humble beginnings as George Clooney explains; unlike realDonaldTrump, TrustFund\xe2\x80\xa6 https://t.co/WNhnrEkOkr'",Positive,2
"b'@GOP @realDonaldTrump realDonaldTrump Does not speech for me,As an American,I did not say Kavanaugh is not Guilty\xe2\x80\xa6 https://t.co/Ru7sQkDast'",Neutral,0
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
b'There are no words to describe the sickness... But there IS GITMO  SaveTheChildren WakeUp realDonaldTrump\xe2\x80\xa6 https://t.co/ttrx99j2Xc',Neutral,0
b'Americans who stay home elect Democrats.\n@realDonaldTrump realDonaldTrump https://t.co/K2ipFYtowf',Neutral,0
"b'RT @topfreecash1: Daily\'s: Bonus Quote!\n\n""Our Leader""\n\nDonaldTrump\nIdiotTrump \nQuoteoftheday\nQuotes\nNATO\nrealDonaldTrump \ntweets\nEp\xe2\x80\xa6'",Neutral,0
b'Start Google Cloud Hosting today\nhttps://t.co/eioEwmNNQ5\nad wsj nytimes reuters bloomberg thestreet forbes\xe2\x80\xa6 https://t.co/4sS6GCnyR4',Neutral,0
"b'RT @michaelreidak: realDonaldTrump Your mother ignored you, your father paid you as his best hope , yet spurned you; you became a bully an\xe2\x80\xa6'",Neutral,0
"b'realDonaldTrump Your mother ignored you, your father paid you as his best hope , yet spurned you; you became a bul\xe2\x80\xa6 https://t.co/teyet0s1Zn'",Positive,1
"b'RT @michaelreidak: realDonaldTrump You are in WAAAAAY over your head; you are despised by MOST of the global countries, and you are destro\xe2\x80\xa6'",Negative,-1
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
"b'realDonaldTrump You are in WAAAAAY over your head; you are despised by MOST of the global countries, and you are d\xe2\x80\xa6 https://t.co/KnQYpo9YNI'",Negative,-1
"b""@CNNPolitics realDonaldTrump it's doubtful she gives a hoot if you like her music or not. The majority of America doesn't like your music.""",Positive,1
"b""@cnni realDonaldTrump Not on behalf the nation you nitwit. The majority of the nation didn't want him. Didn't want you either.""",Neutral,0
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
b'@cnnbrk That realDonaldTrump sure is a silly guy.',Negative,-1
b'Sansour for scotus realDonaldTrump',Neutral,0
b'RT @PoliticalTorch: ...Dem Liberals see success in how many \ndependent people DO need and DO receive food stamps...!\n...GOP conservatives s\xe2\x80\xa6',Positive,1
b'realDonaldTrump WhyIDidntReport AlyssaMilano  If a picture is worth a thousand words.... https://t.co/jx2dAnylqF',Positive,1
"b'HurricaneMichael\nSo, how are the Democrats going to try and blame this on realDonaldTrump'",Negative,-1
b'@RealJamesWoods Take a good look at this face .. she is our hero .. because her stupidity just put TRUMP in office\xe2\x80\xa6 https://t.co/gk2Pb4zrEl',Positive,1
b'@NBCNews Go Taylor!!realDonaldTrump',Neutral,0
"b'Remember BrettKavanaugh \n""U promised ME realDonaldTrump"" IF i blackmailed JusticeKennedy OFF the COURT &amp; selecte\xe2\x80\xa6 https://t.co/hemNw47JCp'",Positive,1
"b""After selling off his father\xe2\x80\x99s properties, CORRUPT realDonaldTrump embraced 'unorthodox strategies' involving Russ\xe2\x80\xa6 https://t.co/WW7lUZdGRV""",Neutral,0
"b'""Justice Kavanaugh"" tried to rape a 15 year old. Obama has stated ""He could have been my son."" realDonaldTrump\xe2\x80\xa6 https://t.co/15N2pZd4Ha'",Negative,-1
b'SenFeinstein senschumer LisaMurkowski realDonaldTrump PhilippeReines davehogue The vile statements come from\xe2\x80\xa6 https://t.co/y2wXurTHdQ',Negative,-1
"b""realDonaldTrump 'Campaign Aide' Requested Online Manipulation Plans From Israeli Intelligence Firm To Be Used Agai\xe2\x80\xa6 https://t.co/jetNIPnplb""",Neutral,0
"b""Demented Dictator realDonaldTrump apologizes to Alcoholic RAPIST Brett Kavanaugh, says the judge was 'proven innoc\xe2\x80\xa6 https://t.co/9wxLiY5yV9""",Neutral,0
b'gop realdonaldtrump housegop speakerryan MAGA adele jkrowling Lawrence amjoy inners momblogger dadjokes\xe2\x80\xa6 https://t.co/SFRQJpqQpa',Neutral,0
b'gop realdonaldtrump housegop speakerryan MAGA adele jkrowling Lawrence amjoy inners momblogger dadjokes\xe2\x80\xa6 https://t.co/VgniByawtr',Neutral,0
b'...Dem Liberals see success in how many \ndependent people DO need and DO receive food stamps...!\n...GOP conservativ\xe2\x80\xa6 https://t.co/4soS8zQ6iG',Positive,1
b'RT @IntegralEarth1: realDonaldTrump and his family defrauded the American government out of nearly $500 million in taxes. Criminal.',Neutral,0
b'RT @hysellaz: Trump you do not speak for me.  The allegations against Kavanaughty were NOT thoroughly investigated and you know it.  He do\xe2\x80\xa6',Negative,-1
b'gop realdonaldtrump housegop speakerryan MAGA adele jkrowling Lawrence amjoy inners momblogger dadjokes\xe2\x80\xa6 https://t.co/vjcvVwHG5V',Neutral,0
"b'RT @SU68399458: \xf0\x9f\x92\xa5Q &amp; POTUS\xf0\x9f\x92\xa5\n(POTUS 3 minutes after Q)\nPOTUS finishes with the same line Q used.\n\xf0\x9f\x91\x87\nVOTE REPUBLICAN \nrealDonaldTrump ""Demo\xe2\x80\xa6'",Neutral,0
b'realDonaldTrump and his family defrauded the American government out of nearly $500 million in taxes. Criminal.',Neutral,0
b'Trump you do not speak for me.  The allegations against Kavanaughty were NOT thoroughly investigated and you know\xe2\x80\xa6 https://t.co/D5Dno64e6b',Negative,-1
"b""Twitter is pulling its BS again. Taking MAGA followers. That's ok. You may take our followers, BUT YOU WILL NEVER\xe2\x80\xa6 https://t.co/XMipABAxRo""",Neutral,0
b'@HuffPost Trump and Kavanaugh are equally wicked and evil !MuellerIsComing realDonaldTrump',Negative,-2
b'@WajahatAli Trump wants to make this a WhiteChristian Patriarchy !realDonaldTrump Midterms2018',Neutral,0
b'@AKimCampbell AKimCampbell Kim Campbell \nThank you realdonaldtrump \nNO MORE:\nMILLIONS of Trump haters marching in\xe2\x80\xa6 https://t.co/oxJfgf5xqt',Negative,-1
"b'RT @john_mahlman: @ShannonBream I do believe Mr. President, after seeing Justice Ginsburg, you will soon have another appointment coming in\xe2\x80\xa6'",Neutral,0
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
b'Want a strong and secure America votes vote red you want to be able to hear your voice vote red you want prosperity\xe2\x80\xa6 https://t.co/f3uOoEwTLT',Positive,2
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
b'realDonaldTrump  u r making a mistake by not inviting blacks Latinos asians to join in your crusade to make Americ\xe2\x80\xa6 https://t.co/HSwYYvYQt5',Negative,-1
"b'realDonaldTrump is all to blame... IMF cuts its global growth forecast, citing trade disruptions - https://t.co/DRxuWpP2EQ'",Neutral,0
b'@CBSNews realDonaldTrump Kavanaugh should apologize to the women he assaulted and the senators that he insulted at\xe2\x80\xa6 https://t.co/H07Z4IQsGB',Negative,-1
b'@JoyAnnReid @RealDLHughley @jdickerson RealDonaldTrump has been a tool for the Obstructionist in Chief\xe2\x80\xa6 https://t.co/gtUpKnA0BB',Neutral,0
b'This is about as funny as Trump  realdonaldtrump President\n\nhttps://t.co/8TZ0xOwoCQ',Negative,-1
b'@GartrellLinda @POTUS And this was 4 months ago. Chess pieces all in place now....5 moves ahead...end game is now.\xe2\x80\xa6 https://t.co/ruBvpM4yHe',Neutral,0
b'Trump team\xe2\x80\x99s contact with Mueller targets could taint findings https://t.co/MSxpW0VGqI 4 an innocent person\xe2\x80\xa6 https://t.co/cLZeGNXaOQ',Negative,-1
"b""RT @Caplea44: We have to pay our taxes or the IRS comes after us with vengeance. If realdonaldtrump and his kids don't pay, they are suppo\xe2\x80\xa6""",Neutral,0
"b""RT @Caplea44: We have to pay our taxes or the IRS comes after us with vengeance. If realdonaldtrump and his kids don't pay, they are suppo\xe2\x80\xa6""",Neutral,0
"b'realDonaldTrump: May I see your law degree and bar membership, President Trump?  You say Kavanaugh was proved inno\xe2\x80\xa6 https://t.co/dVWnx2AP69'",Neutral,0
b'RT @Claydiva2017: realDonaldTrump how DARE you call Kavanaugh\xe2\x80\x99s attack on Christine Ford and multiple women a fake Dem hoax.  You and your\xe2\x80\xa6',Negative,-2
b'DHS transferred $169 million from other programs to ICE for migrant detention\nhttps://t.co/dtoMmmHwLX POTUS\xe2\x80\xa6 https://t.co/lhognOvzuj',Neutral,0
b'@PressSec @SarahHuckabee Please advise realDonaldTrump POTUS that the phrase \xe2\x80\x9con behalf of the nation\xe2\x80\x9d should be\xe2\x80\xa6 https://t.co/WGJhRThnDn',Neutral,0
b'RT @Carol_Omeara: You mother f**ker. How dare you. HOW DARE YOU. You call sexual assault survivors liars? REALDONALDTRUMP SCOTUS',Negative,-1
b'@bigleaguepol He is ONLY an actor. A professional FAKE but he is a REAL COMMUNIST. maga realDonaldTrump Kag trumptrain',Neutral,0
"b'RT @theNotoriousALN: @TasneemN Wait wait didn\xe2\x80\x99t realDonaldTrump say Democrats are voting TRUMP in Nov..??? I call bullshit on that, but wh\xe2\x80\xa6'",Negative,-1
b'@NewsHour @ClimateOfGavin @NASAGoddard @giss @WmBrangham @realDonaldTrump @esa realDonaldTrump NewsHour PBSnews\xe2\x80\xa6 https://t.co/qULly81a3U',Neutral,0
b'RT @Claydiva2017: realDonaldTrump how DARE you call Kavanaugh\xe2\x80\x99s attack on Christine Ford and multiple women a fake Dem hoax.  You and your\xe2\x80\xa6',Negative,-2
b'RT @Carol_Omeara: You mother f**ker. How dare you. HOW DARE YOU. You call sexual assault survivors liars? REALDONALDTRUMP SCOTUS',Negative,-1
"b""Trump's tariffs have already cost Ford $1B; now it's planning layoffs UniteAndResist realdonaldtrump i warned ya!\xe2\x80\xa6 https://t.co/GeO4MSZLfZ""",Negative,-1
"b""RT @Caplea44: We have to pay our taxes or the IRS comes after us with vengeance. If realdonaldtrump and his kids don't pay, they are suppo\xe2\x80\xa6""",Neutral,0
"b""RT @Caplea44: We have to pay our taxes or the IRS comes after us with vengeance. If realdonaldtrump and his kids don't pay, they are suppo\xe2\x80\xa6""",Neutral,0
"b""We have to pay our taxes or the IRS comes after us with vengeance. If realdonaldtrump and his kids don't pay, they\xe2\x80\xa6 https://t.co/efphz4HvDO""",Neutral,0
b'@Davidlaz DARVO\nDeny\nAttack\nReverse Victim \nand Offender\n\nCoined by U of Oregon psychologist Jennifer Freyd to des\xe2\x80\xa6 https://t.co/1FCb0cRszE',Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'@NewsHour @WoodsHoleResCtr @WmBrangham @realDonaldTrump @esa PBSnews realDonaldTrump esa NASA NewsHour\xe2\x80\xa6 https://t.co/0q7buIVFyz',Neutral,0
b'@S_A_Malcolm Send this to trump.  realDonaldTrump   He has no clue about this.',Neutral,0
"b'RT @john_mahlman: @LouDobbs @realDonaldTrump I do believe Mr. President, after seeing Justice Ginsburg, you will soon have another appointm\xe2\x80\xa6'",Neutral,0
"b""Donald Trump Responds to Taylor Swift's Democratic Endorsement With a Patronizing Remark realDonaldTrump\xe2\x80\xa6 https://t.co/DKXpynpUwf""",Neutral,0
"b""RT @JJS5547: Let's get this decree for every state. jjs5547 maga walkaway potus redwave realDonaldTrump trumpman tornadotrump Vote\xe2\x80\xa6""",Neutral,0
b'@kathygriffin @SingleSpeedGo He never speaks for me.\nHe\xe2\x80\x99s an idiot. realDonaldTrump',Neutral,0
"b'Antifa Protesters Block Portland Traffic, Nearly Start Riot During Patrick Kimmons Vigil\nQ: why is the National Gua\xe2\x80\xa6 https://t.co/SzzidONFtE'",Neutral,0
b'realDonaldTrump \nThese two U.S. Appeals Courts Are Favorable to Veterans Affairs\nhttps://t.co/sNCeQd8CCo\nChauncey Robinson',Neutral,0
b'Please leave my country alone . I am done. I\xe2\x80\x99ll vote but this has become beyond ridiculous. Who would have thought\xe2\x80\xa6 https://t.co/RME9FZmH2B',Neutral,0
"b"".@realDonaldTrump @FBI @FBISanFrancisco realDonaldTrump FBIReport FBI \nThese guys at new Rick's want to keep the\xe2\x80\xa6 https://t.co/grJ9fxUDsX""",Neutral,0
b'realdonaldtrump @realdonaldtrump You should apologize 2 the women you have admitted abusing &amp; for the brave women\xe2\x80\xa6 https://t.co/HyqwJtOx95',Positive,1
b'You mother f**ker. How dare you. HOW DARE YOU. You call sexual assault survivors liars? REALDONALDTRUMP SCOTUS',Negative,-1
b'RT @JamesBishay: Ginsberg might as well retire now. The balance is about to tip. realDonaldTrump still has his list of SC nominees on han\xe2\x80\xa6',Positive,1
b'RT @marylynns: @WhiteHouse The garble that came out of realDonaldTrump was disgusting. How dare he call what DrFord went through as being\xe2\x80\xa6',Neutral,0
b'@WhiteHouse The garble that came out of realDonaldTrump was disgusting. How dare he call what DrFord went through\xe2\x80\xa6 https://t.co/mIgYlyds8y',Neutral,0
"b'RT @john_mahlman: @ShannonBream I do believe Mr. President, after seeing Justice Ginsburg, you will soon have another appointment coming in\xe2\x80\xa6'",Neutral,0
"b'@WhiteHouse I do believe Mr. President, after seeing Justice Ginsburg, you will soon have another appointment comin\xe2\x80\xa6 https://t.co/ZtGM0N22el'",Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
"b""HEY realDonaldTrump  he was not proven innocent, he was rammed down our nation's throats much like you and the GOP\xe2\x80\xa6 https://t.co/CknwRgmzKr""",Positive,2
"b'@ShannonBream I do believe Mr. President, after seeing Justice Ginsburg, you will soon have another appointment com\xe2\x80\xa6 https://t.co/o69cfIN74L'",Neutral,0
"b""Kavanaugh DrFordSpeaksTheTruth realDonaldTrump here's the deal. U may have house or who's there wrong,but U never forget who assaulted U!""",Neutral,0
b'Love this!! realDonaldTrump MAGA Q https://t.co/1AIdsNH4N1',Neutral,0
"b""RT @JJS5547: Jesus didn't choose a perfect man he chose a man perfect for the job. jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Positive,2
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b'@LouDobbs @realDonaldTrump I do believe Mr. President, after seeing Justice Ginsburg, you will soon have another ap\xe2\x80\xa6 https://t.co/GjVDVw4WyU'",Neutral,0
"b""RT @JJS5547: Find and lock up... that's a direct threat looking for a hitman... stop these Demonrats now. They must see there's a conseque\xe2\x80\xa6""",Negative,-1
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
"b""RT @JJS5547: Let's get this decree for every state. jjs5547 maga walkaway potus redwave realDonaldTrump trumpman tornadotrump Vote\xe2\x80\xa6""",Neutral,0
"b'RealDonaldTrump logic leads one to concl the following: prep school boys are rapist, underage binge drinkers &amp; per\xe2\x80\xa6 https://t.co/GmVQKreVnU'",Positive,1
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'SO PROUD TO BE CANADIAN \nrealDonaldTrump \nBrettKavanaugh \nIBelieveChristineBlaseyFord https://t.co/LdY0lvDuyQ',Neutral,0
"b""The Whitehouse sexual assaulter in chief calls Christine Blasey Ford's testimony a hoax. WomenRiseUp votewomen\xe2\x80\xa6 https://t.co/l6RufoVp19""",Neutral,0
b'I just love watching this guy stand with his family after we have all heard about his fascination with anally imbib\xe2\x80\xa6 https://t.co/D5vmkCq60K',Positive,2
"b'@TasneemN Wait wait didn\xe2\x80\x99t realDonaldTrump say Democrats are voting TRUMP in Nov..??? I call bullshit on that, but whatever'",Negative,-1
"b'Mr. President, please be sure to mention the one and only Democrat Senator to vote for Kavanaugh, Joe Manchin.\nrealDonaldTrump'",Neutral,0
b'RT @JJS5547: @Ocasio2018 Listen up idiots...  America IS NOT A DEMOCRACY ... AMERICA IS A REPUBLIC... the demonrats have twisted all our\xe2\x80\xa6',Negative,-1
b'Best speech EVER!!!! realDonaldTrump proud',Neutral,0
b'Love that!  Freedom is passed down from generation to generation!  Love this!!!! realDonaldTrump',Neutral,0
b'realDonaldTrump boof you.',Neutral,0
b'JudgeKavanaugh proven innocent realDonaldTrump',Positive,1
b'Excellent speech realDonaldTrump',Neutral,0
b'pauljosephwatson realDonaldTrump infowars Kavanaugh \n\nWell I am all cut up about pedofiles civil left liberties\xe2\x80\xa6 https://t.co/HElJAUiWws',Neutral,0
b'RT @KusiolekR: I was plunged into such depths of despair seeing what a true inquisition looks like. I do not want to give these warped aged\xe2\x80\xa6',Negative,-2
"b""@kaitlancollins RealDonaldTrump didn't apologize for admitting he groped women - it wasn't a tweet but his voice o\xe2\x80\xa6 https://t.co/u3aYYwDoth""",Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/7uAZsgMR1g',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/73QekHolPn',Neutral,0
b'pauljosephwatson Infowars realDonaldTrump\nLooney Left.  Fake party . Out to destroy Conservatives. MSM fake new\xe2\x80\xa6 https://t.co/5GJUew2PdI',Negative,-2
"b'Trump supporters say the darndest things, part 3 https://t.co/nsvW1J812l via @YouTube realDonaldTrump\xe2\x80\xa6 https://t.co/CdWYTNacjT'",Neutral,0
b'@FoxNews @Google @GOP Break up google.\nrealDonaldTrump',Neutral,0
b'I was plunged into such depths of despair seeing what a true inquisition looks like. I do not want to give these wa\xe2\x80\xa6 https://t.co/KaqWMGRKHB',Negative,-1
b'RT @dcarlsonjr: SenFeinstein senschumer LisaMurkowski realDonaldTrump PhilippeReines Since when did facts matter to the dems or repubs\xe2\x80\xa6',Neutral,0
b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \nhr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6',Neutral,0
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/bBVwa4QCB1',Neutral,0
b'POTUS\nrealDonaldTrump\nMAGA\nWWG1WGA\nQ\nQanon8chan\nWhoisQanon\nQAnon\n8chan\nendthefedreserve\xe2\x80\xa6 https://t.co/tMLE72RJ27',Neutral,0
b'RT @dowers91: @realDonaldTrump Shut up realDonaldTrump orange twat!',Neutral,0
b'RT @MikelSkot: realDonaldTrump FoxNews Hannity tucker SeanHannity SenatorGrassley DianeFeinstein \nDemocrats want Kavanaugh FBI repor\xe2\x80\xa6',Neutral,0
b'RT @dcarlsonjr: SenFeinstein senschumer LisaMurkowski realDonaldTrump PhilippeReines Since when did facts matter to the dems or repubs\xe2\x80\xa6',Neutral,0
b'RT @Claydiva2017: realDonaldTrump how DARE you call Kavanaugh\xe2\x80\x99s attack on Christine Ford and multiple women a fake Dem hoax.  You and your\xe2\x80\xa6',Negative,-2
b'Keep talkin fool.\nIt just pisses people off more.\nNext thing you know everyone will be voting.realDonaldTrump https://t.co/YjMec8KcgE',Neutral,0
b'I think the GOP should change their mascot from the Republican Elephant to a gopher because it is the only time the\xe2\x80\xa6 https://t.co/VvDWkO9yo4',Neutral,0
b'realDonaldTrump how DARE you call Kavanaugh\xe2\x80\x99s attack on Christine Ford and multiple women a fake Dem hoax.  You an\xe2\x80\xa6 https://t.co/2KsBbbYruh',Negative,-2
"b""@CoryBooker you don't even have to worry about running for President in 2020, we all already have him. And kinda ha\xe2\x80\xa6 https://t.co/FeBtXFcqfk""",Negative,-1
b'susancollins KavanaughHearings realDonaldTrump ImpeachTrump  ImpeachKavenaugh KavanaughFord Ms Collins victim\xe2\x80\xa6 https://t.co/2t6vrxyXNt',Neutral,0
b'RT @Caplea44: realdonaldtrump @potus lied to us again!!    Poll: Opposition to Kavanaugh rises https://t.co/k3JcXl7nNm',Negative,-1
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b'realdonaldtrump @realdonaldtrump bragged that he worked hard to make billions.  For him, I guess it was very diffi\xe2\x80\xa6 https://t.co/dBp4OUehur'",Neutral,0
"b""President Trump I believe in AmericaFirst made Investments Successful but didn't get even Pence! Please give\xe2\x80\xa6 https://t.co/rmkvLPD1ML""",Neutral,0
"b""Demented Dictator realDonaldTrump decrees the Brett Kavanaugh sex assault claims were 'all made up' by the many di\xe2\x80\xa6 https://t.co/Uo3Xvtqext""",Negative,-1
b'realDonaldTrump    Let\xe2\x80\x99s take care of some of the immigration issue by declaring a day of Amnesty.  Illegal Mexica\xe2\x80\xa6 https://t.co/wmegtEuKns',Negative,-1
"b""@nbcwashington realdonaldtrump's message to women everywhere: don't ever bother reporting sexual assault again.  J\xe2\x80\xa6 https://t.co/oMlv4Xothd""",Negative,-2
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
b'@6MalibuJohn @lockagain33 @Bhcrabill @youlosenordys @jewels2889 @MAGATrumpGirl @patina626 @realDonaldTrump That\xe2\x80\x99s h\xe2\x80\xa6 https://t.co/2PPJC06fnI',Neutral,0
b'Taylor Swift has just done Trump DonTheCon realDonaldTrump Trumpkins the biggest favor ever\xc2\xa0 https://t.co/CqElQiVP9C via @MailOnline',Positive,1
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
b'@kimKBaltimore @CNN Not so fast my friend. It was about what she said not allegedly about what she did.\xe2\x80\xa6 https://t.co/rhTl6sNAho',Positive,1
"b'CdS seems like realdonaldTrump\n\nBeautiful , great.....done so much..\n\nBut DT reaches his goals......\n\nSupremeCourt'",Positive,1
b'realDonaldTrump realdonaldtrump is the stupidest President ever.',Negative,-1
b'RT @JJS5547: That is an incredible video... must see to make your heart and hope soar. jjs5547 maga walkaway potus redwave trumpman \xe2\x80\xa6',Positive,1
"b""RT @JJS5547: Don't sit back... the fight starts NOW... We must save our country... jjs5547 maga walkaway potus redwave realDonaldTrum\xe2\x80\xa6""",Neutral,0
"b""Trump says 'evil' Democrats set up 'hoax' to derail Kavanaugh https://t.co/z9zcYLbBQ9 via @MailOnline Trump\xe2\x80\xa6 https://t.co/XWTWsKVUBH""",Neutral,0
